SoilMoisture,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Crop,Irrigation
20.6,22.3,20.3,391.5,22.6,84.9,Cotton,0
27.3,24.4,18.4,217.5,19.7,38.5,Cabbage,0
39.3,1.4,16.6,290.6,28.3,51.4,Carrot,0
40.8,29.5,16.5,222.9,30.3,33.8,Corn,0
23.4,32.0,17.6,326.9,26.7,76.6,Sunflower,0
24.5,23.6,31.0,328.9,29.1,55.7,Cabbage,1
22.3,33.2,20.9,197.5,39.8,85.1,Onion,1
34.9,10.6,28.3,500.1,32.2,88.1,Beans,0
13.9,17.3,19.5,350.6,23.4,58.4,Carrot,1
27.5,18.8,20.2,433.6,42.1,44.3,Potato,0
24.0,12.6,24.2,214.7,35.1,42.7,Maize,0
31.2,8.1,22.2,317.6,23.8,72.0,Corn,0
18.6,29.6,22.3,360.6,20.0,33.0,Beans,1
7.8,21.8,21.8,275.1,28.0,44.2,Cabbage,1
30.9,26.1,16.4,423.3,42.9,88.2,Tomato,0
14.1,18.2,21.7,528.0,19.1,39.1,Beans,1
29.5,16.8,17.6,360.0,18.4,61.1,Soybean,0
27.4,10.1,22.6,515.6,22.0,22.0,Lettuce,0
32.2,28.5,16.5,475.1,20.3,42.7,Peas,0
31.3,18.2,16.4,262.7,16.6,64.0,Maize,0
32.4,13.8,12.2,441.2,20.7,25.3,Corn,0
22.0,16.2,22.0,110.5,14.4,55.9,Spinach,1
21.9,14.5,20.6,397.1,19.2,70.0,Wheat,1
23.5,28.1,19.8,300.3,29.0,32.3,Wheat,0
6.7,30.0,22.9,165.5,27.1,88.8,Cotton,1
25.0,9.1,19.9,104.1,29.6,31.8,Potato,0
24.3,5.9,19.6,449.7,20.1,58.5,Rice,1
22.6,22.6,20.3,278.3,22.7,53.1,Potato,0
28.1,22.1,25.6,367.7,26.5,75.8,Sugarcane,1
40.2,27.3,10.9,296.1,25.7,89.3,Spinach,0
39.5,15.1,20.9,272.9,21.7,45.4,Peas,0
23.9,29.0,29.6,333.0,22.4,87.3,Maize,0
29.4,31.8,20.8,348.5,30.6,65.2,Barley,0
16.2,24.6,13.3,234.2,34.2,46.6,Sunflower,1
6.2,4.8,19.9,329.3,28.9,54.4,Peas,1
22.0,25.7,19.6,235.5,16.9,41.5,Beans,1
32.5,22.3,20.2,121.9,31.2,67.6,Cabbage,0
39.9,31.3,14.3,260.6,13.8,33.2,Onion,0
23.5,17.2,28.5,366.7,21.7,27.3,Cotton,0
26.4,12.5,18.5,300.2,14.0,75.5,Cabbage,0
12.2,31.6,26.3,175.5,35.9,30.9,Carrot,1
23.6,29.2,22.0,218.6,15.7,57.6,Cotton,0
30.7,26.5,19.4,184.3,19.5,64.3,Maize,0
36.5,9.2,21.7,254.2,33.4,39.7,Potato,0
25.9,26.0,24.8,448.0,23.1,58.6,Tomato,0
21.0,23.6,23.8,355.6,25.4,28.4,Peas,1
26.3,21.5,26.0,132.0,26.0,36.1,Soybean,0
12.9,0.0,23.9,273.2,27.9,88.0,Peas,1
29.5,27.4,22.3,488.0,28.0,66.6,Beans,0
26.7,18.4,26.3,145.9,30.0,65.2,Rice,1
9.1,24.0,19.9,361.2,16.9,37.1,Sunflower,1
19.6,20.3,14.5,335.7,16.5,30.9,Maize,1
13.5,0.0,19.2,445.4,36.2,59.2,Wheat,1
28.2,18.2,12.3,131.2,20.2,32.1,Sugarcane,1
30.6,31.6,18.3,443.7,11.2,42.9,Cotton,0
35.8,35.6,24.0,183.2,33.1,43.1,Lettuce,0
11.4,0.5,19.7,232.0,21.2,46.9,Sugarcane,1
37.7,20.8,19.3,251.7,14.5,24.5,Maize,0
26.9,0.0,17.2,327.9,30.8,40.9,Cotton,0
27.1,26.1,22.4,353.1,16.4,46.3,Onion,0
8.6,17.9,19.1,224.8,13.7,40.8,Cabbage,1
17.3,28.3,21.4,253.6,8.4,82.7,Sunflower,1
25.5,17.6,14.0,344.8,29.4,23.8,Sugarcane,1
14.1,3.5,12.4,316.7,14.0,79.5,Spinach,1
23.6,12.2,17.8,273.0,37.9,65.0,Carrot,1
34.5,27.8,7.3,396.9,13.7,60.7,Tomato,0
35.1,11.9,13.3,123.6,33.7,66.7,Barley,0
31.6,26.0,30.0,102.9,24.6,55.3,Cotton,0
17.2,17.5,15.6,315.5,33.6,83.5,Potato,1
21.3,26.6,16.4,306.0,26.0,81.7,Cotton,0
17.2,17.9,19.6,534.9,23.3,74.3,Soybean,1
7.3,18.1,11.1,65.7,20.1,77.4,Wheat,1
45.0,27.4,18.5,268.1,27.2,69.4,Tomato,0
20.4,13.5,21.2,437.7,31.1,80.2,Peas,1
16.3,18.3,19.9,242.7,19.1,40.1,Corn,1
26.7,37.8,21.5,370.2,17.8,76.7,Soybean,0
30.4,37.0,23.9,190.2,23.6,79.9,Sunflower,0
22.2,14.3,15.8,119.9,21.9,36.4,Lettuce,1
8.5,20.3,27.8,229.6,23.6,57.5,Carrot,1
35.2,25.0,23.2,232.2,22.6,25.0,Rice,0
34.8,16.8,26.3,391.1,21.1,29.0,Rice,0
19.2,6.8,17.7,382.3,25.3,64.8,Cabbage,1
32.0,10.8,29.0,355.3,22.3,29.8,Onion,0
19.9,3.0,19.6,382.3,32.6,29.9,Tomato,1
30.0,14.6,10.1,250.5,22.6,66.3,Barley,0
21.9,20.4,16.6,185.5,28.2,21.5,Soybean,1
29.5,22.1,22.3,343.4,10.8,35.2,Potato,0
31.4,38.5,23.0,462.1,28.9,86.6,Corn,0
33.0,31.9,18.1,564.7,22.2,72.5,Cotton,0
22.9,24.5,22.1,363.6,31.8,75.5,Rice,1
22.1,23.8,15.6,255.5,15.1,62.9,Onion,1
43.5,11.4,14.5,335.6,22.0,61.1,Lettuce,0
20.6,8.6,7.7,201.9,24.1,67.6,Corn,1
41.0,19.5,18.9,411.0,33.7,50.1,Cabbage,0
11.2,10.7,22.4,245.4,24.2,86.7,Beans,1
30.4,12.3,12.7,165.2,19.7,50.1,Wheat,0
22.2,21.2,22.2,343.4,19.0,53.7,Peas,1
13.8,26.3,27.1,278.0,18.2,55.5,Rice,1
26.2,18.3,19.6,351.5,15.6,58.6,Corn,0
25.4,27.6,17.8,338.2,21.3,62.0,Peas,0
20.7,8.9,11.5,229.9,30.0,48.0,Lettuce,1
27.3,24.1,18.6,358.4,25.4,30.8,Soybean,0
18.3,51.3,23.0,405.3,22.2,43.7,Beans,1
16.4,25.0,26.1,150.7,23.6,43.4,Rice,1
22.0,30.7,21.2,473.6,22.8,24.3,Tomato,1
37.3,46.0,26.5,323.4,31.1,41.2,Wheat,0
32.4,26.2,16.9,591.4,14.8,86.8,Spinach,0
14.2,22.3,30.6,216.4,22.9,54.6,Peas,1
21.7,25.7,21.4,403.0,35.3,75.0,Corn,1
28.1,0.0,20.0,242.7,26.2,55.5,Spinach,0
38.4,29.3,19.2,326.8,13.4,20.8,Cabbage,0
41.4,31.9,22.6,431.6,23.4,57.4,Cabbage,0
23.0,16.1,26.8,150.9,25.4,83.1,Beans,1
17.6,26.3,25.1,274.7,23.5,78.1,Cabbage,1
28.4,17.5,19.4,216.3,27.8,40.5,Maize,0
35.5,17.0,23.8,257.9,13.0,71.1,Sunflower,0
25.2,3.9,18.4,315.2,18.5,55.8,Sunflower,0
30.8,27.6,18.6,264.5,19.3,74.5,Tomato,0
17.0,20.3,18.7,212.9,26.3,80.7,Onion,1
28.6,46.8,16.7,427.5,29.1,76.8,Carrot,0
29.3,31.6,22.6,258.1,21.2,42.5,Spinach,0
24.1,21.4,25.9,334.6,24.5,60.7,Onion,1
28.9,36.0,13.4,367.1,12.3,81.9,Soybean,0
20.6,8.5,24.3,111.0,23.2,42.6,Wheat,1
29.3,39.9,30.3,214.8,22.8,64.9,Sunflower,0
37.3,23.8,18.2,342.4,17.5,30.5,Tomato,0
26.0,14.8,17.2,381.1,19.8,33.6,Tomato,0
34.2,32.2,11.7,413.3,41.5,84.0,Potato,0
35.3,20.8,24.6,190.4,19.0,33.4,Peas,0
12.1,28.8,17.2,224.1,22.9,73.1,Cabbage,1
12.4,16.0,14.7,254.2,23.8,52.3,Rice,1
20.9,32.5,18.6,238.1,35.6,59.6,Sugarcane,1
32.8,17.8,20.7,147.5,23.9,60.7,Wheat,0
16.4,6.5,21.5,430.9,33.8,85.3,Carrot,1
15.6,21.2,28.8,356.1,29.9,32.8,Sunflower,1
14.3,37.7,14.9,220.4,13.2,26.4,Maize,1
33.2,50.6,18.0,194.4,29.4,77.2,Cabbage,0
27.2,18.3,19.3,534.9,32.6,58.0,Lettuce,0
21.6,18.6,13.9,258.8,39.5,57.2,Peas,1
30.8,25.2,23.9,232.3,32.4,47.1,Barley,0
8.1,13.3,15.5,293.5,25.1,79.4,Corn,1
11.3,13.7,19.0,469.7,40.9,79.5,Peas,1
5.0,21.1,34.6,347.9,25.1,84.2,Cabbage,1
38.1,20.1,19.9,204.6,29.1,33.3,Barley,0
24.7,11.7,17.0,241.3,16.7,28.3,Lettuce,1
32.8,18.6,24.6,252.1,13.4,70.1,Beans,0
33.4,15.5,14.7,330.8,18.1,50.3,Lettuce,0
31.7,12.6,12.7,314.6,25.6,57.0,Peas,0
29.6,12.1,24.6,418.6,17.1,60.7,Onion,0
20.1,15.7,28.4,173.3,17.1,34.8,Sunflower,1
24.2,15.4,17.4,250.0,17.1,67.9,Lettuce,1
16.7,18.2,21.0,203.2,20.9,62.1,Barley,1
29.2,0.6,16.4,473.9,28.3,24.5,Corn,0
30.4,26.1,22.9,458.4,28.3,51.1,Cotton,0
29.6,30.9,20.9,247.9,23.2,78.7,Tomato,0
32.5,20.4,15.5,318.7,13.2,78.5,Soybean,0
33.9,9.6,19.3,169.4,34.1,28.1,Cabbage,0
33.2,10.4,20.0,290.5,13.7,82.1,Wheat,0
13.5,29.6,22.6,321.3,14.5,60.0,Spinach,1
13.2,30.2,22.3,495.0,21.5,65.6,Potato,1
22.6,30.6,23.2,343.2,17.8,45.0,Soybean,0
9.1,14.4,19.3,321.7,35.2,40.7,Barley,1
25.7,0.0,18.7,344.8,27.8,21.4,Peas,0
34.0,9.6,15.7,146.7,14.9,46.1,Cotton,0
27.9,27.6,26.1,477.8,36.8,58.9,Sugarcane,1
26.9,43.0,12.8,428.9,30.3,25.9,Peas,0
18.9,22.3,8.7,290.4,33.1,71.4,Beans,1
38.0,23.9,18.7,191.1,47.4,23.2,Sunflower,0
9.0,13.5,27.9,392.6,43.6,68.6,Soybean,1
10.6,18.9,20.7,219.3,24.4,87.2,Peas,1
30.6,15.3,23.8,339.3,20.3,74.2,Potato,0
36.3,26.0,29.2,301.5,24.9,39.3,Cabbage,0
24.0,22.9,22.5,339.4,8.9,72.3,Onion,1
14.4,31.5,22.3,440.0,23.3,65.3,Rice,1
33.9,22.2,18.5,178.1,21.1,72.7,Sunflower,0
13.9,8.6,17.0,236.4,24.4,41.0,Cabbage,1
9.7,5.0,13.1,301.6,26.6,33.4,Onion,1
35.1,12.1,21.1,496.4,27.7,36.6,Onion,0
22.8,22.3,18.1,133.5,18.2,84.9,Potato,0
39.5,9.8,24.1,248.3,25.1,65.3,Beans,0
25.9,27.5,17.0,408.0,23.9,86.2,Onion,0
45.0,15.7,17.5,193.2,25.2,85.7,Carrot,0
16.3,10.8,12.6,249.0,33.8,78.2,Potato,1
26.8,19.8,20.7,270.0,33.0,46.7,Lettuce,0
22.0,1.0,18.8,332.9,31.5,58.7,Sunflower,1
42.5,17.1,16.3,435.6,26.3,35.2,Onion,0
41.7,33.8,19.5,258.2,37.5,42.1,Potato,0
30.5,5.7,10.4,275.5,12.9,86.7,Lettuce,0
40.4,12.7,12.5,379.0,35.4,61.5,Barley,0
37.8,25.1,19.9,209.2,28.6,29.3,Tomato,0
13.4,2.8,21.6,232.4,11.9,24.0,Maize,1
37.3,10.4,20.9,351.5,27.6,60.6,Rice,0
31.9,16.6,25.2,214.8,35.3,89.3,Maize,0
26.3,1.1,19.2,332.5,33.8,51.8,Sunflower,0
35.0,36.0,27.4,95.9,25.8,60.4,Tomato,0
34.1,41.6,15.2,313.3,40.8,53.3,Spinach,0
5.0,18.5,17.5,189.9,24.9,67.2,Spinach,1
5.0,40.6,26.8,292.8,27.0,47.6,Spinach,1
33.6,15.6,17.0,246.9,47.6,37.8,Spinach,0
38.6,17.4,17.5,305.5,28.5,46.1,Potato,0
44.2,18.2,20.2,234.6,16.4,47.3,Carrot,0
15.1,29.3,16.7,242.5,24.9,73.4,Spinach,1
15.2,45.6,26.9,298.2,16.1,72.9,Onion,1
9.0,30.0,24.4,50.0,24.3,27.7,Barley,1
21.1,33.3,22.0,250.0,23.5,34.8,Cabbage,1
22.7,21.3,19.5,183.9,22.2,55.7,Tomato,1
19.8,25.1,16.9,187.0,27.0,75.2,Cotton,0
24.0,17.8,14.7,275.8,16.6,30.4,Onion,1
21.2,17.9,26.4,429.5,22.7,89.5,Barley,1
18.7,11.4,23.5,279.5,21.9,37.4,Carrot,1
16.5,15.6,19.9,207.8,29.3,85.6,Wheat,1
31.3,11.3,19.9,445.7,29.2,33.4,Maize,0
34.7,20.8,15.7,220.3,18.3,27.5,Carrot,0
12.7,10.3,15.5,372.6,17.3,25.9,Peas,1
12.5,24.7,24.4,214.2,25.5,79.5,Wheat,1
28.2,19.7,22.6,266.4,27.2,47.7,Spinach,0
18.2,16.3,15.4,246.6,12.9,38.1,Spinach,1
30.5,16.4,25.4,352.1,26.3,34.8,Soybean,0
24.4,3.8,8.1,226.6,28.3,89.5,Cabbage,1
17.0,10.2,19.1,326.1,21.7,35.5,Peas,1
25.4,9.1,16.1,249.7,16.6,68.9,Corn,0
22.9,8.3,20.5,324.8,16.4,89.0,Spinach,1
25.7,30.6,11.6,219.4,16.6,81.9,Potato,0
14.0,30.7,23.0,368.6,13.7,52.2,Tomato,1
35.3,6.2,18.8,394.3,25.2,44.2,Tomato,0
17.5,19.8,23.2,509.6,21.3,27.2,Tomato,1
17.4,24.6,17.3,294.8,24.7,37.7,Cotton,1
21.6,22.6,21.9,286.3,21.1,39.1,Spinach,1
21.5,14.5,22.2,418.3,25.5,46.4,Beans,1
37.5,39.5,20.8,304.7,24.2,60.8,Maize,0
34.4,22.0,28.3,282.1,30.0,84.8,Carrot,0
33.0,17.6,19.1,423.9,18.7,63.8,Spinach,0
7.5,31.3,20.3,321.0,29.4,73.4,Rice,1
15.2,33.6,13.6,288.6,27.7,33.3,Spinach,1
23.3,12.5,13.3,430.8,29.4,85.3,Spinach,1
8.8,6.4,30.7,365.4,15.5,68.0,Tomato,1
10.6,21.0,27.8,326.4,26.3,33.7,Cotton,1
27.2,17.7,19.1,251.7,30.5,39.9,Cabbage,0
36.0,31.5,24.3,484.7,22.7,44.8,Maize,0
23.4,20.0,24.3,445.5,20.3,25.1,Sugarcane,1
23.1,41.7,27.2,132.8,28.1,78.2,Corn,0
25.0,28.9,25.4,227.2,22.6,60.2,Cabbage,0
28.1,16.6,15.6,169.1,28.3,44.4,Barley,0
11.1,18.2,15.6,303.3,25.2,37.1,Onion,1
42.9,4.6,19.6,308.8,24.7,50.2,Spinach,0
21.8,14.5,14.7,182.3,37.5,67.1,Potato,0
11.4,44.4,15.4,341.2,23.5,82.4,Wheat,1
26.8,24.9,21.6,293.8,26.3,75.9,Sunflower,0
31.7,15.9,17.1,404.6,17.0,64.1,Tomato,0
9.6,10.0,21.8,384.3,17.5,60.3,Tomato,1
25.3,16.2,19.4,348.9,28.5,68.6,Carrot,0
24.2,24.1,20.3,365.7,27.5,69.0,Barley,0
21.7,23.2,26.4,211.5,16.1,41.2,Spinach,1
30.0,7.7,22.0,122.8,27.7,42.6,Barley,0
25.6,18.3,27.3,171.5,36.0,71.0,Soybean,0
13.6,19.7,12.5,313.4,38.0,40.0,Peas,1
43.5,17.0,14.5,185.7,26.3,59.7,Peas,0
21.1,24.4,28.3,305.7,12.7,56.5,Rice,1
12.3,29.6,19.5,288.7,32.2,48.7,Spinach,1
28.3,12.7,25.5,331.1,27.5,66.7,Potato,0
21.4,21.8,3.1,255.0,31.1,31.9,Peas,1
21.1,21.9,18.8,306.6,15.8,78.0,Cotton,0
20.9,17.6,23.8,262.7,31.3,50.3,Sunflower,1
5.5,19.9,14.5,482.1,22.3,26.3,Corn,1
29.5,14.1,22.4,467.7,33.0,73.7,Lettuce,0
24.2,13.8,30.6,271.5,32.7,28.3,Onion,1
44.9,30.1,20.8,412.8,34.2,88.7,Onion,0
22.0,47.1,27.5,273.9,25.1,20.1,Onion,1
32.6,2.1,11.6,385.1,34.9,60.8,Rice,0
17.9,20.8,11.2,346.3,21.1,82.2,Sugarcane,1
21.8,24.8,19.3,211.2,17.3,55.9,Spinach,1
30.3,33.0,19.6,321.4,24.2,30.6,Lettuce,0
25.9,29.2,15.4,374.1,27.7,45.1,Carrot,0
21.7,20.0,10.3,177.9,22.7,45.1,Peas,1
25.6,39.5,28.3,326.3,18.6,86.5,Wheat,0
17.4,30.9,26.2,487.0,21.0,24.9,Sunflower,1
18.7,6.8,20.9,147.4,33.2,23.0,Peas,1
32.3,19.0,13.3,206.7,28.2,33.0,Beans,0
28.4,27.3,21.3,428.6,39.2,21.4,Soybean,0
27.0,31.9,17.7,288.1,28.4,78.9,Sugarcane,1
7.3,7.7,16.0,253.0,22.6,41.5,Peas,1
20.5,17.9,27.3,299.1,20.5,82.9,Rice,1
21.8,17.1,13.6,268.7,17.7,52.0,Spinach,1
21.7,25.3,12.2,261.2,24.6,22.8,Barley,1
31.2,31.2,21.4,297.9,28.3,69.5,Potato,0
28.1,28.1,20.2,334.1,27.6,67.1,Cotton,0
8.3,27.1,21.3,271.6,28.1,65.2,Cotton,1
29.2,28.6,23.7,330.2,35.5,20.7,Potato,0
32.9,20.5,16.5,288.9,26.2,22.0,Carrot,0
39.7,11.3,28.4,244.3,27.6,62.7,Beans,0
25.7,13.2,24.4,505.0,21.7,54.5,Spinach,0
18.0,11.4,20.5,277.3,30.2,70.4,Lettuce,1
12.1,32.5,16.2,120.4,26.9,44.4,Barley,1
22.5,20.1,14.2,193.0,28.6,80.2,Cotton,0
13.2,15.0,21.6,247.5,19.1,22.8,Lettuce,1
32.8,7.2,14.6,317.7,31.8,35.0,Spinach,0
25.6,13.7,29.7,315.3,23.1,81.7,Corn,0
14.3,17.2,20.2,227.3,23.8,48.4,Peas,1
19.3,23.1,16.5,242.1,15.0,37.1,Cotton,0
18.2,31.5,14.1,315.0,28.9,72.6,Potato,0
24.2,18.3,23.0,327.8,22.2,24.4,Sunflower,0
28.7,16.2,22.4,207.2,33.9,46.2,Maize,0
5.0,19.4,11.6,179.2,23.5,56.7,Potato,1
37.8,23.8,15.2,363.3,35.0,61.2,Sunflower,0
30.3,16.3,14.0,179.2,15.2,39.9,Potato,0
28.8,23.2,9.6,412.4,31.3,32.2,Rice,1
17.6,16.2,22.9,343.8,20.4,54.9,Corn,1
9.9,17.6,15.3,418.1,23.9,73.1,Spinach,1
14.2,14.7,26.6,187.9,21.0,47.1,Potato,1
9.0,20.5,23.5,258.4,32.4,43.5,Spinach,1
21.6,16.6,19.0,277.5,23.1,64.8,Tomato,1
23.2,23.5,13.8,323.7,21.7,89.6,Sugarcane,1
28.7,27.8,14.3,362.7,23.3,33.1,Soybean,0
15.4,15.2,16.7,275.9,21.5,73.8,Tomato,1
32.3,45.9,20.0,273.6,21.3,44.6,Spinach,0
30.6,13.3,13.0,296.0,37.3,82.2,Cabbage,0
24.1,29.9,9.6,320.0,32.1,28.4,Carrot,1
12.2,13.7,22.9,384.9,37.8,32.9,Rice,1
20.9,28.0,24.1,217.9,32.1,86.5,Sunflower,1
22.1,42.5,19.4,132.8,19.3,86.5,Cotton,0
39.5,10.5,26.3,291.0,34.4,35.2,Potato,0
36.3,24.3,22.5,342.3,8.9,29.6,Lettuce,0
20.4,14.9,21.5,275.6,29.3,25.7,Soybean,1
12.6,14.9,27.1,307.2,33.6,21.6,Beans,1
30.6,1.8,19.1,341.9,26.0,75.1,Wheat,0
21.7,15.6,22.3,355.5,33.7,33.5,Sunflower,1
15.7,10.1,21.4,176.5,10.5,44.7,Tomato,1
36.7,50.9,22.1,126.5,23.3,23.9,Wheat,0
25.7,13.6,21.7,109.1,34.2,26.7,Barley,0
9.2,23.1,19.1,325.2,33.9,56.4,Maize,1
45.0,35.2,14.3,323.9,32.9,56.6,Maize,0
18.8,18.4,15.4,423.6,14.7,84.8,Beans,1
23.3,10.3,30.9,117.5,19.1,56.9,Sugarcane,1
18.7,11.6,17.5,322.9,23.0,73.3,Lettuce,1
25.6,16.0,23.6,284.0,20.3,88.7,Cotton,0
5.0,4.6,19.6,367.5,25.5,48.7,Carrot,1
37.5,28.4,20.4,333.1,17.2,47.0,Onion,0
21.9,22.7,28.4,87.6,19.5,64.1,Lettuce,1
9.8,22.3,19.6,331.9,24.0,33.2,Barley,1
27.0,23.5,27.2,203.8,27.5,44.0,Wheat,0
22.2,25.5,16.1,370.7,35.5,77.1,Onion,1
24.9,10.1,18.6,495.2,25.6,64.1,Peas,1
24.1,27.5,14.0,388.3,38.0,55.9,Cotton,0
18.0,15.0,14.9,237.0,15.1,36.1,Corn,1
41.1,10.8,18.4,368.6,28.6,24.7,Spinach,0
11.4,27.9,18.5,522.0,25.3,34.7,Beans,1
36.4,22.9,22.9,132.9,28.0,71.2,Sunflower,0
17.7,21.6,21.4,409.1,18.9,21.5,Lettuce,1
6.9,6.8,24.3,374.1,22.7,85.2,Peas,1
25.6,23.5,13.3,55.7,16.9,82.3,Lettuce,0
27.3,25.3,15.5,292.9,25.5,31.2,Sunflower,0
17.4,13.3,19.2,190.7,20.7,65.6,Rice,1
28.9,1.9,22.0,127.5,28.5,42.8,Maize,0
22.9,27.8,14.2,310.6,8.7,67.2,Cabbage,1
18.0,21.2,22.2,145.0,19.0,57.5,Cabbage,1
16.9,26.8,19.1,367.3,27.0,78.3,Onion,1
24.1,36.1,18.4,274.8,17.8,89.9,Spinach,1
21.2,43.1,21.0,128.3,11.3,22.7,Peas,1
18.4,31.1,28.0,367.9,12.6,55.2,Sugarcane,1
40.1,21.5,23.1,300.8,15.1,80.4,Cabbage,0
42.3,5.1,20.0,303.4,20.9,23.0,Wheat,0
20.6,29.9,21.9,202.8,21.9,43.3,Maize,1
37.1,21.6,17.4,207.5,26.2,60.8,Barley,0
34.7,5.2,22.3,442.9,20.5,65.6,Corn,0
14.1,16.7,18.5,337.0,24.1,72.0,Corn,1
33.0,28.3,14.1,285.5,24.4,22.2,Corn,0
15.9,26.1,14.4,392.5,22.6,81.7,Peas,1
27.0,28.4,13.4,315.8,24.2,48.4,Cabbage,0
37.3,24.4,17.2,67.5,23.1,57.4,Barley,0
35.3,25.8,15.2,294.6,19.1,66.4,Barley,0
36.0,19.9,19.7,304.5,24.4,72.1,Barley,0
34.9,30.9,19.3,271.2,18.4,60.6,Barley,0
31.3,27.5,19.4,493.0,14.1,55.2,Beans,0
10.3,14.0,20.2,240.1,23.2,47.5,Lettuce,1
15.9,17.2,18.1,275.3,22.4,61.7,Tomato,1
27.8,3.7,26.4,322.1,20.2,54.2,Tomato,0
26.3,21.4,14.3,266.3,20.5,56.8,Cabbage,0
31.5,1.5,29.9,297.3,18.8,52.8,Sugarcane,0
30.7,15.0,23.6,330.9,26.1,59.8,Maize,0
18.9,18.5,15.1,178.9,19.9,65.0,Rice,1
36.4,19.0,13.7,215.2,17.5,77.4,Soybean,0
15.7,9.5,23.6,232.1,23.4,61.8,Maize,1
45.0,20.4,22.9,154.9,18.4,50.9,Soybean,0
13.0,11.3,26.0,293.0,16.4,72.6,Tomato,1
22.0,29.7,27.0,292.0,23.2,73.7,Sugarcane,1
21.0,7.7,21.1,317.6,10.6,39.4,Sugarcane,1
17.1,38.0,12.5,305.7,28.1,25.1,Peas,1
25.4,12.0,15.9,415.9,21.5,83.9,Barley,0
17.2,22.0,13.0,252.1,27.9,89.7,Sugarcane,1
14.2,9.8,20.6,283.2,27.8,81.5,Corn,1
36.3,21.2,18.9,265.0,33.2,85.7,Onion,0
22.4,19.6,22.4,73.8,35.7,56.8,Cabbage,1
24.0,10.5,25.9,112.1,22.4,89.6,Tomato,1
24.6,13.9,28.4,286.3,28.6,30.6,Maize,0
10.9,20.8,23.5,427.8,29.0,64.9,Corn,1
19.7,41.7,19.9,211.9,21.3,25.2,Cabbage,1
23.8,19.2,26.5,228.7,22.9,48.5,Barley,0
5.0,23.3,19.5,290.2,31.5,57.6,Sugarcane,1
20.0,0.0,19.9,307.7,15.6,82.6,Wheat,1
41.2,30.8,16.7,283.2,26.9,63.8,Soybean,0
19.9,29.3,9.8,364.1,9.9,43.5,Cabbage,1
17.5,11.5,22.5,375.9,18.7,61.0,Wheat,1
13.7,34.6,21.6,275.9,8.8,39.4,Sunflower,1
30.9,8.6,22.6,292.9,31.9,42.8,Maize,0
16.9,19.4,16.0,455.8,31.3,47.7,Potato,1
30.2,20.7,21.3,219.4,24.2,66.9,Tomato,0
23.0,27.2,22.6,441.8,23.7,42.3,Soybean,0
32.0,18.5,25.6,346.4,15.7,67.6,Sugarcane,0
29.4,30.2,13.0,113.0,33.8,84.6,Cabbage,0
35.3,28.7,20.9,353.7,31.5,22.3,Spinach,0
19.5,28.5,10.4,197.0,26.1,67.9,Spinach,1
39.1,22.1,19.0,384.3,17.8,39.9,Corn,0
35.9,11.7,25.0,314.8,33.8,72.7,Rice,0
13.9,15.7,7.5,162.8,16.1,68.0,Cabbage,1
16.3,18.8,14.5,338.8,26.8,83.8,Beans,1
19.2,22.4,20.3,455.8,30.3,51.2,Onion,1
31.8,0.0,29.5,271.2,38.8,78.1,Peas,0
32.2,22.5,19.5,575.9,22.8,31.6,Potato,0
36.1,19.3,13.7,318.3,21.3,40.6,Sunflower,0
36.3,33.1,12.1,222.3,25.9,65.7,Cabbage,0
16.5,20.2,21.7,467.9,14.5,63.0,Soybean,1
29.8,24.5,10.0,307.9,31.6,69.4,Maize,0
17.6,42.2,17.0,205.1,15.6,82.3,Lettuce,1
44.2,9.8,27.1,317.9,28.9,79.1,Cabbage,0
28.3,4.9,22.1,332.8,22.7,64.8,Beans,0
17.2,11.4,19.6,284.3,20.6,52.5,Lettuce,1
21.9,21.5,20.4,311.3,20.7,38.8,Beans,1
11.4,22.5,16.7,345.3,22.9,39.9,Rice,1
45.0,28.6,11.6,229.1,31.5,65.1,Sunflower,0
36.8,13.4,17.4,438.6,20.6,85.7,Maize,0
36.1,14.5,12.5,314.6,20.2,38.7,Soybean,0
31.3,18.5,19.1,272.2,26.2,82.7,Onion,0
20.3,15.7,14.2,540.3,33.9,72.6,Corn,1
31.0,18.0,24.0,396.2,27.9,88.9,Soybean,0
20.4,7.0,25.6,460.2,32.8,28.0,Wheat,1
37.7,16.1,16.5,489.0,31.7,52.4,Spinach,0
25.5,14.0,16.4,339.8,22.1,89.1,Soybean,0
45.0,20.3,21.9,111.0,7.1,50.0,Beans,0
24.8,27.9,19.6,422.5,17.5,63.7,Sugarcane,1
37.5,18.3,15.3,341.4,24.8,67.5,Rice,0
20.9,26.1,14.7,342.5,31.9,31.6,Onion,1
22.9,17.0,22.9,348.9,28.8,33.7,Sugarcane,1
20.4,19.0,23.0,348.0,20.4,22.9,Lettuce,1
19.2,14.8,25.7,113.8,23.7,61.8,Sugarcane,1
35.5,18.5,14.2,305.6,19.5,85.5,Beans,0
45.0,25.2,17.5,375.0,11.5,84.0,Potato,0
29.0,6.9,31.8,213.4,21.0,63.0,Spinach,0
17.0,25.4,15.2,215.5,25.5,40.0,Rice,1
29.6,27.7,19.6,537.4,19.5,48.6,Spinach,0
21.4,16.7,13.0,245.3,24.2,61.2,Spinach,1
38.4,12.2,16.5,284.1,39.3,47.5,Tomato,0
23.3,7.6,18.2,172.0,12.6,53.2,Tomato,1
